date,country,daily_cases,daily_deaths,daily_recovered,total_cases,total_deaths,total_recovered,active_cases
2020-04-11,India,16125,219,12591,370474,3826,215975,150673
2020-04-12,India,22053,288,14785,392527,4114,230760,157653
2020-04-13,India,23966,313,15036,416493,4427,245796,166270
2020-04-14,India,23292,225,12400,439785,4652,258196,176937
2020-04-15,India,23237,349,14797,463022,5001,272993,185028
2020-04-16,India,22764,219,22606,485786,5220,295599,184967
2020-04-17,India,20307,335,16707,506093,5555,312306,188232
2020-04-18,India,22233,227,18260,528326,5782,330566,191978
2020-04-19,India,28384,461,14142,556710,6243,344708,205759
2020-04-20,India,24362,576,17746,581072,6819,362454,211799
2020-04-21,India,32759,463,14667,613831,7282,377121,229428
2020-04-22,India,27550,614,24033,641381,7896,401154,232331
2020-04-23,India,22527,293,23983,663908,8189,425137,230582
2020-04-24,India,20013,469,22448,683921,8658,447585,227678
2020-04-25,India,23008,395,19104,706929,9053,466689,231187
2020-04-26,India,28622,546,18977,735551,9599,485666,240286
2020-04-27,India,29644,707,20042,765195,10306,505708,249181
2020-04-28,India,34579,627,16791,799774,10933,522499,266342
2020-04-29,India,25398,576,30007,825172,11509,552506,261157
2020-04-30,India,25218,356,23017,850390,11865,575523,263002
2020-05-01,India,20725,384,41647,871115,12249,617170,241696
2020-05-02,India,24448,507,32551,895563,12756,649721,233086
2020-05-03,India,28708,675,21233,924271,13431,670954,239886
2020-05-04,India,28780,439,19008,953051,13870,689962,249219
2020-05-05,India,24015,1131,24286,977066,15001,714248,247817
2020-05-06,India,28385,835,32156,1005451,15836,746404,243211
2020-05-07,India,25120,586,23796,1030571,16422,770200,243949
2020-05-08,India,22609,471,27265,1053180,16893,797465,238822
2020-05-09,India,24546,511,22865,1077726,17404,820330,239992
2020-05-10,India,22789,537,25620,1100515,17941,845950,236624
2020-05-11,India,28873,696,20884,1129388,18637,866834,243917
2020-05-12,India,30212,840,25980,1159600,19477,892814,247309
2020-05-13,India,21546,440,24253,1181146,19917,917067,244162
2020-05-14,India,22132,620,21229,1203278,20537,938296,244445
2020-05-15,India,18478,462,25032,1221756,20999,963328,237429
2020-05-16,India,19294,348,24992,1241050,21347,988320,231383
2020-05-17,India,22023,546,19247,1263073,21893,1007567,233613
2020-05-18,India,22372,606,22019,1285445,22499,1029586,233360
2020-05-19,India,21933,759,25433,1307378,23258,1055019,229101
2020-05-20,India,20940,722,21610,1328318,23980,1076629,227709
2020-05-21,India,16197,421,26449,1344515,24401,1103078,217036
2020-05-22,India,14293,567,28541,1358808,24968,1131619,202221
2020-05-23,India,16460,387,19917,1375268,25355,1151536,198377
2020-05-24,India,15468,632,18382,1390736,25987,1169918,194831
2020-05-25,India,19275,595,16471,1410011,26582,1186389,197040
2020-05-26,India,18691,674,19487,1428702,27256,1205876,195570
2020-05-27,India,13837,619,21822,1442539,27875,1227698,186966
2020-05-28,India,12754,373,21838,1455293,28248,1249536,177509
2020-05-29,India,12890,302,18960,1468183,28550,1268496,171137
2020-05-30,India,10694,386,19737,1478877,28936,1288233,161708
2020-05-31,India,12056,601,12163,1490933,29537,1300396,161000
2020-06-01,India,13795,352,13966,1504728,29889,1314362,160477
2020-06-02,India,13770,214,18059,1518498,30103,1332421,155974
2020-06-03,India,11183,429,12660,1529681,30532,1345081,154068
2020-06-04,India,9028,405,17419,1538709,30937,1362500,145272
2020-06-05,India,9112,398,18533,1547821,31335,1381033,135453
2020-06-06,India,9090,335,14947,1556911,31670,1395980,129261
2020-06-07,India,9182,318,11695,1566093,31988,1407675,126430
2020-06-08,India,9009,531,11517,1575102,32519,1419192,123391
2020-06-09,India,8062,262,8244,1583164,32781,1427436,122947
2020-06-10,India,7010,285,11693,1590174,33066,1439129,117979
2020-06-11,India,6428,295,15947,1596602,33361,1455076,108165
2020-06-12,India,5443,313,13585,1602045,33674,1468661,99710
2020-06-13,India,5652,214,10711,1607697,33888,1479372,94437
2020-06-14,India,5644,270,8946,1613341,34158,1488318,90865
2020-06-15,India,4907,154,8737,1618248,34312,1497055,86881
2020-06-16,India,5764,265,8016,1624012,34577,1505071,84364
2020-06-17,India,4218,270,9540,1628230,34847,1514611,78772
2020-06-18,India,3613,160,8843,1631843,35007,1523454,73382
2020-06-19,India,3213,204,7753,1635056,35211,1531207,68638
2020-06-20,India,3490,218,6073,1638546,35429,1537280,65837
2020-06-21,India,3929,188,6975,1642475,35617,1544255,62603
2020-06-22,India,3398,205,5572,1645873,35822,1549827,60224
2020-06-23,India,3017,143,5125,1648890,35965,1554952,57973
2020-06-24,India,2729,147,5961,1651619,36112,1560913,54594
2020-06-25,India,2261,158,4476,1653880,36270,1565389,52221
2020-06-26,India,1726,123,5100,1655606,36393,1570489,48724
2020-06-27,India,1922,109,3741,1657528,36502,1574230,46796
2020-06-28,India,1780,129,2854,1659308,36631,1577084,45593
2020-06-29,India,1863,122,3229,1661171,36753,1580313,44105
2020-06-30,India,1777,74,2736,1662948,36827,1583049,43072
2020-07-01,India,1488,113,3308,1664436,36940,1586357,41139
2020-07-02,India,1240,73,2585,1665676,37013,1588942,39721
2020-07-03,India,928,75,2871,1666604,37088,1591813,37703
2020-07-04,India,890,94,2580,1667494,37182,1594393,35919
2020-07-05,India,890,61,2099,1668384,37243,1596492,34649
2020-07-06,India,1046,63,1484,1669430,37306,1597976,34148
2020-07-07,India,1026,61,1628,1670456,37367,1599604,33485
2020-07-08,India,870,49,1788,1671326,37416,1601392,32518
2020-07-09,India,786,65,1690,1672112,37481,1603082,31549
2020-07-10,India,599,30,1759,1672711,37511,1604841,30359
2020-07-11,India,622,36,1302,1673333,37547,1606143,29643
2020-07-12,India,586,39,1211,1673919,37586,1607354,28979
2020-07-13,India,672,30,1006,1674591,37616,1608360,28615
2020-07-14,India,734,35,904,1675325,37651,1609264,28410
2020-07-15,India,679,33,819,1676004,37684,1610083,28237
2020-07-16,India,541,24,1029,1676545,37708,1611112,27725
2020-07-17,India,504,19,961,1677049,37727,1612073,27249
2020-07-18,India,465,17,835,1677514,37744,1612908,26862
2020-07-19,India,593,13,729,1678107,37757,1613637,26713
2020-07-20,India,750,23,565,1678857,37780,1614202,26875
2020-07-21,India,775,29,609,1679632,37809,1614811,27012
2020-07-22,India,743,18,506,1680375,37827,1615317,27231
2020-07-23,India,656,17,579,1681031,37844,1615896,27291
2020-07-24,India,626,14,606,1681657,37858,1616502,27297
2020-07-25,India,644,9,547,1682301,37867,1617049,27385
2020-07-26,India,857,16,456,1683158,37883,1617505,27770
2020-07-27,India,991,14,491,1684149,37897,1617996,28256
2020-07-28,India,1083,20,406,1685232,37917,1618402,28913
2020-07-29,India,984,12,598,1686216,37929,1619000,29287
2020-07-30,India,792,15,722,1687008,37944,1619722,29342
2020-07-31,India,1011,12,597,1688019,37956,1620319,29744
2020-08-01,India,983,10,759,1689002,37966,1621078,29958
2020-08-02,India,1147,13,680,1690149,37979,1621758,30412
2020-08-03,India,1546,14,541,1691695,37993,1622299,31403
2020-08-04,India,1549,20,644,1693244,38013,1622943,32288
2020-08-05,India,1716,15,752,1694960,38028,1623695,33237
2020-08-06,India,1550,8,960,1696510,38036,1624655,33819
2020-08-07,India,1514,10,908,1698024,38046,1625563,34415
2020-08-08,India,1406,12,775,1699430,38058,1626338,35034
2020-08-09,India,2085,18,731,1701515,38076,1627069,36370
2020-08-10,India,2304,20,958,1703819,38096,1628027,37696
2020-08-11,India,2387,27,906,1706206,38123,1628933,39150
2020-08-12,India,2454,12,970,1708660,38135,1629903,40622
2020-08-13,India,1938,16,1424,1710598,38151,1631327,41120
2020-08-14,India,2260,13,1527,1712858,38164,1632854,41840
2020-08-15,India,2200,23,1639,1715058,38187,1634493,42378
2020-08-16,India,2566,23,1515,1717624,38210,1636008,43406
2020-08-17,India,2989,34,1356,1720613,38244,1637364,45005
2020-08-18,India,4024,26,1507,1724637,38270,1638871,47496
2020-08-19,India,3448,44,1766,1728085,38314,1640637,49134
2020-08-20,India,3781,38,2319,1731866,38352,1642956,50558
2020-08-21,India,3109,34,2562,1734975,38386,1645518,51071
2020-08-22,India,3060,28,2469,1738035,38414,1647987,51634
2020-08-23,India,3857,47,1822,1741892,38461,1649809,53622
2020-08-24,India,5482,40,2054,1747374,38501,1651863,57010
2020-08-25,India,5325,57,2330,1752699,38558,1654193,59948
2020-08-26,India,5044,66,2112,1757743,38624,1656305,62814
2020-08-27,India,4935,47,2591,1762678,38671,1658896,65111
2020-08-28,India,4867,39,3709,1767545,38710,1662605,66230
2020-08-29,India,5539,47,3719,1773084,38757,1666324,68003
2020-08-30,India,6751,38,3767,1779835,38795,1670091,70949
2020-08-31,India,6890,67,2695,1786725,38862,1672786,75077
2020-09-01,India,6825,88,2846,1793550,38950,1675632,78968
2020-09-02,India,7191,43,3475,1800741,38993,1679107,82641
2020-09-03,India,6982,58,4889,1807723,39051,1683996,84676
2020-09-04,India,6035,59,5612,1813758,39110,1689608,85040
2020-09-05,India,6533,57,4178,1820291,39167,1693786,87338
2020-09-06,India,8611,58,5499,1828902,39225,1699285,90392
2020-09-07,India,9747,118,5059,1838649,39343,1704344,94962
2020-09-08,India,10512,112,5897,1849161,39455,1710241,99465
2020-09-09,India,9552,96,6180,1858713,39551,1716421,102741
2020-09-10,India,9139,83,6515,1867852,39634,1722936,105282
2020-09-11,India,8208,117,5612,1876060,39751,1728548,107761
2020-09-12,India,10227,146,6541,1886287,39897,1735089,111301
2020-09-13,India,12193,121,7033,1898480,40018,1742122,116340
2020-09-14,India,11157,120,6544,1909637,40138,1748666,120833
2020-09-15,India,12926,148,5577,1922563,40286,1754243,128034
2020-09-16,India,11870,132,7964,1934433,40418,1762207,131808
2020-09-17,India,11653,134,9215,1946086,40552,1771422,134112
2020-09-18,India,11573,136,8682,1957659,40688,1780104,136867
2020-09-19,India,11045,79,9712,1968704,40767,1789816,138121
2020-09-20,India,13590,214,8138,1982294,40981,1797954,143359
2020-09-21,India,15618,194,7725,1997912,41175,1805679,151058
2020-09-22,India,18337,189,9374,2016249,41364,1815053,159832
2020-09-23,India,17437,184,10781,2033686,41548,1825834,166304
2020-09-24,India,14830,177,10703,2048516,41725,1836537,170254
2020-09-25,India,15063,105,12141,2063579,41830,1848678,173071
2020-09-26,India,15165,259,10971,2078744,42089,1859649,177006
2020-09-27,India,18139,240,10371,2096883,42329,1870020,184534
2020-09-28,India,24228,236,11465,2121111,42565,1881485,197061
2020-09-29,India,25019,299,12356,2146130,42864,1893841,209425
2020-09-30,India,19380,183,13228,2165510,43047,1907069,215394
2020-10-01,India,20843,247,16486,2186353,43294,1923555,219504
2020-10-02,India,19555,212,15156,2205908,43506,1938711,223691
2020-10-03,India,17729,250,17003,2223637,43756,1955714,224167
2020-10-04,India,24214,151,12674,2247851,43907,1968388,235556
2020-10-05,India,29282,295,12324,2277133,44202,1980712,252219
2020-10-06,India,24987,311,13481,2302120,44513,1994193,263414
2020-10-07,India,24242,365,19488,2326362,44878,2013681,267803
2020-10-08,India,25456,312,25468,2351818,45190,2039149,267479
2020-10-09,India,22498,248,24601,2374316,45438,2063750,265128
2020-10-10,India,24335,249,15753,2398651,45687,2079503,273461
2020-10-11,India,27748,340,19616,2426399,46027,2099119,281253
2020-10-12,India,31822,380,19339,2458221,46407,2118458,293356
2020-10-13,India,28914,558,17318,2487135,46965,2135776,304394
2020-10-14,India,33264,342,18959,2520399,47307,2154735,318357
2020-10-15,India,30067,166,25607,2550466,47473,2180342,322651
2020-10-16,India,25137,344,23833,2575603,47817,2204175,323611
2020-10-17,India,26891,267,24520,2602494,48084,2228695,325715
2020-10-18,India,27325,309,19070,2629819,48393,2247765,333661
2020-10-19,India,36874,417,21247,2666693,48810,2269012,348871
2020-10-20,India,38656,483,23695,2705349,49293,2292707,363349
2020-10-21,India,34747,580,28901,2740096,49873,2321608,368615
2020-10-22,India,33947,510,32665,2774043,50383,2354273,369387
2020-10-23,India,28109,372,29374,2802152,50755,2383647,367750
2020-10-24,India,31671,500,29378,2833823,51255,2413025,369543
2020-10-25,India,31975,473,23357,2865798,51728,2436382,377688
2020-10-26,India,39350,514,23183,2905148,52242,2459565,393341
2020-10-27,India,40396,417,28401,2945544,52659,2487966,404919
2020-10-28,India,39228,404,29887,2984772,53063,2517853,413856
2020-10-29,India,33206,518,37914,3017978,53581,2555767,408630
2020-10-30,India,31259,484,38703,3049237,54065,2594470,400702
2020-10-31,India,35182,491,34623,3084419,54556,2629093,400770
2020-11-01,India,36431,466,30776,3120850,55022,2659869,405959
2020-11-02,India,37091,556,26633,3157941,55578,2686502,415861
2020-11-03,India,50198,805,35478,3208139,56383,2721980,429776
2020-11-04,India,45795,474,27802,3253934,56857,2749782,447295
2020-11-05,India,32690,726,43875,3286624,57583,2793657,435384
2020-11-06,India,35363,415,37531,3321987,57998,2831188,432801
2020-11-07,India,33454,496,42650,3355441,58494,2873838,423109
2020-11-08,India,40535,416,27393,3395976,58910,2901231,435835
2020-11-09,India,45611,651,31766,3441587,59561,2932997,449029
2020-11-10,India,45043,887,31286,3486630,60448,2964283,461899
2020-11-11,India,40117,794,30024,3526747,61242,2994307,471198
2020-11-12,India,35595,728,36385,3562342,61970,3030692,469680
2020-11-13,India,31954,632,53054,3594296,62602,3083746,447948
2020-11-14,India,33331,501,40248,3627627,63103,3123994,440530
2020-11-15,India,40271,621,26678,3667898,63724,3150672,453502
2020-11-16,India,42661,570,33636,3710559,64294,3184308,461957
2020-11-17,India,48943,1157,31835,3759502,65451,3216143,477908
2020-11-18,India,48211,633,41047,3807713,66084,3257190,484439
2020-11-19,India,36008,699,47944,3843721,66783,3305134,471804
2020-11-20,India,35067,755,42984,3878788,67538,3348118,463132
2020-11-21,India,36894,827,45658,3915682,68365,3393776,453541
2020-11-22,India,41564,672,34937,3957246,69037,3428713,459496
2020-11-23,India,44839,940,29613,4002085,69977,3458326,473782
2020-11-24,India,48214,1182,26841,4050299,71159,3485167,493973
2020-11-25,India,43688,632,37644,4093987,71791,3522811,499385
2020-11-26,India,33072,443,39576,4127059,72234,3562387,492438
2020-11-27,India,35617,357,51497,4162676,72591,3613884,476201
2020-11-28,India,36613,682,48423,4199289,73273,3662307,463709
2020-11-29,India,36082,449,30490,4235371,73722,3692797,468852
2020-11-30,India,42705,705,34244,4278076,74427,3727041,476608
2020-12-01,India,45654,949,37796,4323730,75376,3764837,483517
2020-12-02,India,39170,890,45998,4362900,76266,3810835,475799
2020-12-03,India,37583,695,46865,4400483,76961,3857700,465822
2020-12-04,India,37178,650,49807,4437661,77611,3907507,452543
2020-12-05,India,29948,821,42192,4467609,78432,3949699,439478
2020-12-06,India,31816,595,32981,4499425,79027,3982680,437718
2020-12-07,India,40417,685,38464,4539842,79712,4021144,438986
2020-12-08,India,42251,719,30463,4582093,80431,4051607,450055
2020-12-09,India,35927,898,33428,4618020,81329,4085035,451656
2020-12-10,India,35348,687,37829,4653368,82016,4122864,448488
2020-12-11,India,25432,682,45489,4678800,82698,4168353,427749
2020-12-12,India,30596,794,42229,4709396,83492,4210582,415322
2020-12-13,India,30742,483,33925,4740138,83975,4244507,411656
2020-12-14,India,40372,996,27159,4780510,84971,4271666,423873
2020-12-15,India,41481,1041,27564,4821991,86012,4299230,436749
2020-12-16,India,30645,784,33333,4852636,86796,4332563,433277
2020-12-17,India,26890,888,40886,4879526,87684,4373449,418393
2020-12-18,India,26927,432,42297,4906453,88116,4415746,402591
2020-12-19,India,24746,465,33524,4931199,88581,4449270,393348
2020-12-20,India,28241,470,29593,4959440,89051,4478863,391526
2020-12-21,India,31074,801,25672,4990514,89852,4504535,396127
2020-12-22,India,26355,577,26921,5016869,90429,4531456,394984
2020-12-23,India,28269,714,35958,5045138,91143,4567414,386581
2020-12-24,India,22947,776,40968,5068085,91919,4608382,367784
2020-12-25,India,20817,498,37509,5088902,92417,4645891,350594
2020-12-26,India,24411,555,27620,5113313,92972,4673511,346830
2020-12-27,India,21768,423,25574,5135081,93395,4699085,342601
2020-12-28,India,28098,574,25230,5163179,93969,4724315,344895
2020-12-29,India,25807,887,26409,5188986,94856,4750724,343406
2020-12-30,India,23375,605,27616,5212361,95461,4778340,338560
2020-12-31,India,21745,455,27648,5234106,95916,4805988,332202
2021-01-01,India,18687,420,30083,5252793,96336,4836071,320386
2021-01-02,India,19151,250,27272,5271944,96586,4863343,312015
2021-01-03,India,21761,376,23722,5293705,96962,4887065,309678
2021-01-04,India,21378,728,18768,5315083,97690,4905833,311560
2021-01-05,India,20845,331,24285,5335928,98021,4930118,307789
2021-01-06,India,18091,496,21547,5354019,98517,4951665,303837
2021-01-07,India,15796,465,21876,5369815,98982,4973541,297292
2021-01-08,India,18563,262,29767,5388378,99244,5003308,285826
2021-01-09,India,16604,425,25336,5404982,99669,5028644,276669
2021-01-10,India,14838,434,20046,5419820,100103,5048690,271027
2021-01-11,India,16165,472,15962,5435985,100575,5064652,270758
2021-01-12,India,18736,680,19023,5454721,101255,5083675,269791
2021-01-13,India,17024,260,21071,5471745,101515,5104746,265484
2021-01-14,India,14547,439,21252,5486292,101954,5125998,258340
2021-01-15,India,12140,300,20394,5498432,102254,5146392,249786
2021-01-16,India,12359,367,18246,5510791,102621,5164638,243532
2021-01-17,India,14151,393,17358,5524942,103014,5181996,239932
2021-01-18,India,15138,302,18832,5540080,103316,5200828,235936
2021-01-19,India,12390,361,14266,5552470,103677,5215094,233699
2021-01-20,India,13435,188,16185,5565905,103865,5231279,230761
2021-01-21,India,10960,292,18064,5576865,104157,5249343,223365
2021-01-22,India,10676,324,23656,5587541,104481,5272999,210061
2021-01-23,India,13239,308,14506,5600780,104789,5287505,208486
2021-01-24,India,12255,295,14304,5613035,105084,5301809,206142
2021-01-25,India,12774,284,9227,5625809,105368,5311036,209405
2021-01-26,India,14246,316,12520,5640055,105684,5323556,210815
2021-01-27,India,12664,229,12840,5652719,105913,5336396,210410
2021-01-28,India,10965,203,17327,5663684,106116,5353723,203845
2021-01-29,India,10092,244,10973,5673776,106360,5364696,202720
2021-01-30,India,11540,259,10718,5685316,106619,5375414,203283
2021-01-31,India,10194,219,10025,5695510,106838,5385439,203233
2021-02-01,India,13008,247,8224,5708518,107085,5393663,207770
2021-02-02,India,11946,164,13664,5720464,107249,5407327,205888
2021-02-03,India,12598,268,9335,5733062,107517,5416662,208883
2021-02-04,India,9895,200,12297,5742957,107717,5428959,206281
2021-02-05,India,9534,238,10834,5752491,107955,5439793,204743
2021-02-06,India,10096,175,11768,5762587,108130,5451561,202896
2021-02-07,India,12836,182,12256,5775423,108312,5463817,203294
2021-02-08,India,14550,214,10037,5789973,108526,5473854,207593
2021-02-09,India,12786,257,10121,5802759,108783,5483975,210001
2021-02-10,India,13565,193,9755,5816324,108976,5493730,213618
2021-02-11,India,11468,144,12510,5827792,109120,5506240,212432
2021-02-12,India,10260,189,12010,5838052,109309,5518250,210493
2021-02-13,India,11932,210,10440,5849984,109519,5528690,211775
2021-02-14,India,13834,132,10062,5863818,109651,5538752,215415
2021-02-15,India,19541,262,6677,5883359,109913,5545429,228017
2021-02-16,India,17961,233,9081,5901320,110146,5554510,236664
2021-02-17,India,14858,204,11720,5916178,110350,5566230,239598
2021-02-18,India,14503,158,14852,5930681,110508,5581082,239091
2021-02-19,India,15563,166,12302,5946244,110674,5593384,242186
2021-02-20,India,18021,131,11192,5964265,110805,5604576,248884
2021-02-21,India,15864,202,9924,5980129,111007,5614500,254622
2021-02-22,India,17924,129,10045,5998053,111136,5624545,262372
2021-02-23,India,25869,235,11364,6023922,111371,5635909,276642
2021-02-24,India,22421,145,12511,6046343,111516,5648420,286407
2021-02-25,India,18473,232,17857,6064816,111748,5666277,286791
2021-02-26,India,19664,149,18442,6084480,111897,5684719,287864
2021-02-27,India,16005,177,13525,6100485,112074,5698244,290167
2021-02-28,India,23906,187,13800,6124391,112261,5712044,300086
2021-03-01,India,28499,285,18182,6152890,112546,5730226,310118
2021-03-02,India,31816,356,14837,6184706,112902,5745063,326741
2021-03-03,India,26295,115,12409,6211001,113017,5757472,340512
2021-03-04,India,26283,280,18555,6237284,113297,5776027,347960
2021-03-05,India,22930,255,23148,6260214,113552,5799175,347487
2021-03-06,India,27130,210,20839,6287344,113762,5820014,353568
2021-03-07,India,29022,191,16348,6316366,113953,5836362,366051
2021-03-08,India,35051,366,18387,6351417,114319,5854749,382349
2021-03-09,India,35474,320,17820,6386891,114639,5872569,399683
2021-03-10,India,39049,263,24790,6425940,114902,5897359,413679
2021-03-11,India,36060,345,29718,6462000,115247,5927077,419676
2021-03-12,India,31296,319,26217,6493296,115566,5953294,424436
2021-03-13,India,34216,197,22337,6527512,115763,5975631,436118
2021-03-14,India,35319,378,18068,6562831,116141,5993699,452991
2021-03-15,India,45004,342,20231,6607835,116483,6013930,477422
2021-03-16,India,48640,586,28536,6656475,117069,6042466,496940
2021-03-17,India,56631,480,29301,6713106,117549,6071767,523790
2021-03-18,India,38596,437,32903,6751702,117986,6104670,529046
2021-03-19,India,44524,369,33979,6796226,118355,6138649,539222
2021-03-20,India,45804,550,34904,6842030,118905,6173553,549572
2021-03-21,India,50545,434,35326,6892575,119339,6208879,564357
2021-03-22,India,64763,400,32345,6957338,119739,6241224,596375
2021-03-23,India,61609,577,27539,7018947,120316,6268763,629868
2021-03-24,India,58834,824,34922,7077781,121140,6303685,652956
2021-03-25,India,51147,427,47232,7128928,121567,6350917,656444
2021-03-26,India,52775,431,44756,7181703,121998,6395673,664032
2021-03-27,India,55358,549,58175,7237061,122547,6453848,660666
2021-03-28,India,56040,516,47481,7293101,123063,6501329,668709
2021-03-29,India,60275,534,42297,7353376,123597,6543626,686153
2021-03-30,India,69480,878,45701,7422856,124475,6589327,709054
2021-03-31,India,62703,1220,44941,7485559,125695,6634268,725596
2021-04-01,India,59674,589,63299,7545233,126284,6697567,721382
2021-04-02,India,61349,534,61866,7606582,126818,6759433,720331
2021-04-03,India,56626,462,57581,7663208,127280,6817014,718914
2021-04-04,India,67521,776,44094,7730729,128056,6861108,741565
2021-04-05,India,77323,1153,51709,7808052,129209,6912817,766026
2021-04-06,India,85662,982,60914,7893714,130191,6973731,789792
2021-04-07,India,62063,854,56211,7955777,131045,7029942,794790
2021-04-08,India,64096,654,63430,8019873,131699,7093372,794802
2021-04-09,India,63400,597,65119,8083273,132296,7158491,792486
2021-04-10,India,71543,934,64708,8154816,133230,7223199,798387
2021-04-11,India,71879,956,58886,8226695,134186,7282085,810424
2021-04-12,India,71831,599,53294,8298526,134785,7335379,828362
2021-04-13,India,91937,1316,56092,8390463,136101,7391471,862891
2021-04-14,India,77980,1003,58391,8468443,137104,7449862,881477
2021-04-15,India,65810,1094,69532,8534253,138198,7519394,876661
2021-04-16,India,63590,641,83792,8597843,138839,7603186,855818
2021-04-17,India,68654,587,61351,8666497,139426,7664537,862534
2021-04-18,India,75580,933,54214,8742077,140359,7718751,882967
2021-04-19,India,73466,1210,67278,8815543,141569,7786029,887945
2021-04-20,India,98525,1653,72609,8914068,143222,7858638,912208
2021-04-21,India,94475,1003,64140,9008543,144225,7922778,941540
2021-04-22,India,79401,862,58354,9087944,145087,7981132,961725
2021-04-23,India,62770,711,86980,9150714,145798,8068112,936804
2021-04-24,India,70332,1256,71522,9221046,147054,8139634,934358
2021-04-25,India,80971,816,63892,9302017,147870,8203526,950621
2021-04-26,India,94810,1337,58829,9396827,149207,8262355,985265
2021-04-27,India,97663,1215,52677,9494490,150422,8315032,1029036
2021-04-28,India,80916,1438,69739,9575406,151860,8384771,1038775
2021-04-29,India,75737,1043,68371,9651143,152903,8453142,1045098
2021-04-30,India,70963,862,100577,9722106,153765,8553719,1014622
2021-05-01,India,78670,855,84363,9800776,154620,8638082,1008074
2021-05-02,India,83877,977,89020,9884653,155597,8727102,1001954
2021-05-03,India,93738,1105,48739,9978391,156702,8775841,1045848
2021-05-04,India,90434,1384,76371,10068825,158086,8852212,1058527
2021-05-05,India,92172,1149,75988,10160997,159235,8928200,1073562
2021-05-06,India,74446,1058,98841,10235443,160293,9027041,1048109
2021-05-07,India,60718,877,94504,10296161,161170,9121545,1013446
2021-05-08,India,74230,554,86531,10370391,161724,9208076,1000591
2021-05-09,India,78950,1211,69891,10449341,162935,9277967,1008439
2021-05-10,India,79635,1042,60640,10528976,163977,9338607,1026392
2021-05-11,India,80428,1025,86251,10609404,165002,9424858,1019544
2021-05-12,India,78494,730,79608,10687898,165732,9504466,1017700
2021-05-13,India,68808,660,91982,10756706,166392,9596448,993866
2021-05-14,India,60623,702,97536,10817329,167094,9693984,956251
2021-05-15,India,62244,914,79353,10879573,168008,9773337,938228
2021-05-16,India,76859,1577,75724,10956432,169585,9849061,937786
2021-05-17,India,80644,1132,54850,11037076,170717,9903911,962448
2021-05-18,India,75957,1261,70318,11113033,171978,9974229,966826
2021-05-19,India,73333,1338,76339,11186366,173316,10050568,962482
2021-05-20,India,53831,1025,64980,11240197,174341,10115548,950308
2021-05-21,India,54151,800,71197,11294348,175141,10186745,932462
2021-05-22,India,60785,754,85535,11355133,175895,10272280,906958
2021-05-23,India,57792,1358,71909,11412925,177253,10344189,891483
2021-05-24,India,59851,1443,57833,11472776,178696,10402022,892058
2021-05-25,India,60947,709,61207,11533723,179405,10463229,891089
2021-05-26,India,53200,827,71613,11586923,180232,10534842,871849
2021-05-27,India,46728,859,87920,11633651,181091,10622762,829798
2021-05-28,India,43024,646,71457,11676675,181737,10694219,800719
2021-05-29,India,39590,903,72031,11716265,182640,10766250,767375
2021-05-30,India,49190,863,57600,11765455,183503,10823850,758102
2021-05-31,India,57171,1517,47943,11822626,185020,10871793,765813
2021-06-01,India,49243,1232,67449,11871869,186252,10939242,746375
2021-06-02,India,53668,999,46989,11925537,187251,10986231,752055
2021-06-03,India,42367,847,66820,11967904,188098,11053051,726755
2021-06-04,India,38959,861,56328,12006863,188959,11109379,708525
2021-06-05,India,34107,701,49832,12040970,189660,11159211,692099
2021-06-06,India,42122,627,36380,12083092,190287,11195591,697214
2021-06-07,India,38831,787,39424,12121923,191074,11235015,695834
2021-06-08,India,45129,923,34054,12167052,191997,11269069,705986
2021-06-09,India,38268,705,44352,12205320,192702,11313421,699197
2021-06-10,India,33341,411,54130,12238661,193113,11367551,677997
2021-06-11,India,25430,463,51801,12264091,193576,11419352,651163
2021-06-12,India,25919,500,52590,12290010,194076,11471942,623992
2021-06-13,India,31852,619,41923,12321862,194695,11513865,613302
2021-06-14,India,30145,1017,33303,12352007,195712,11547168,609127
2021-06-15,India,33304,453,29858,12385311,196165,11577026,612120
2021-06-16,India,25482,751,47710,12410793,196916,11624736,589141
2021-06-17,India,25694,697,34537,12436487,197613,11659273,579601
2021-06-18,India,18960,717,50499,12455447,198330,11709772,547345
2021-06-19,India,21720,396,35844,12477167,198726,11745616,532825
2021-06-20,India,23648,583,32014,12500815,199309,11777630,523876
2021-06-21,India,22688,544,27025,12523503,199853,11804655,518995
2021-06-22,India,24615,588,28046,12548118,200441,11832701,514976
2021-06-23,India,21270,470,30239,12569388,200911,11862940,505537
2021-06-24,India,16671,453,27815,12586059,201364,11890755,493940
2021-06-25,India,13921,156,31793,12599980,201520,11922548,475912
2021-06-26,India,12552,366,25289,12612532,201886,11947837,462809
2021-06-27,India,16478,405,26864,12629010,202291,11974701,452018
2021-06-28,India,14876,357,18209,12643886,202648,11992910,448328
2021-06-29,India,16677,580,22141,12660563,203228,12015051,442284
2021-06-30,India,14271,272,26421,12674834,203500,12041472,429862
2021-07-01,India,12779,291,22610,12687613,203791,12064082,419740
2021-07-02,India,10221,326,24366,12697834,204117,12088448,405269
2021-07-03,India,9971,222,17317,12707805,204339,12105765,397701
2021-07-04,India,11604,257,11793,12719409,204596,12117558,397255
2021-07-05,India,11872,269,13883,12731281,204865,12131441,394975
2021-07-06,India,11473,350,11935,12742754,205215,12143376,394163
